,t вып-обр,t обработка,t под током,t продувка,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,температура первая,температура последняя,Ar (интенс.),эл. энергия (интенс.),произв жидкая сталь,произв количество обработок,расход газ Ar,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  фх850А,эл. энергия,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Cu_1,химсталь первый Mn_1,химсталь первый Mo_1,химсталь первый N_1,химсталь первый Ni_1,химсталь первый P_1,химсталь первый S_1,химсталь первый Si_1,химсталь первый Ti_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Cu,химсталь последний Mn,химсталь последний Mo,химсталь последний N,химсталь последний Ni,химсталь последний P,химсталь последний S,химсталь последний Si,химсталь последний Ti,химсталь последний V,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2,химшлак последний Al2O3,химшлак первый Al2O3_1,136 RE,54E1,60E1,UIC54,НЕТ,ОР50,ОР65,Р50,Р65,Рельсы трамвайные,Шар заг d шара 100 мм 2 гр.,"Шар заг d шара 80-100 мм 2,3 гр.",Шар заг d шара 80-100 мм 4 гр.,Шары мелющие d 80-100 мм,Швеллер 40У,900А,G2HH,R260,R350HT,НХ,С255,Ш2.2,Ш2Л,Э73Ф,Э76,Э76Ф,Э76ХАФ,Э76ХФ,Э90ХАФ,сыпуч известь РП,химшлак первый SiO2_1
6396,14.0,45.3833333,13.8,45.3833333,0.48232939999999996,0.13833399999999998,0.116628,0.159696,1617.0,1578.0,21.2828491,13034.782608700001,115.7,1.0,31.54,0.05,0.523,0.02,0.192,0.18,0.24100000000000002,2998.0,0.002,0.396,0.3,0.09300000000000001,0.672,0.005,0.01,0.071,0.008,0.022000000000000002,0.431,0.001,0.003,0.003,0.7709999999999999,0.0002,0.414,0.092,0.778,0.004,0.013000000000000001,0.071,0.009000000000000001,0.006999999999999999,0.55,0.003,0.037000000000000005,50.1,0.8,15.0,0.48,2.1,49.6,0.7,12.2,0.09,2.3,21.3,4.6,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.271,23.4
6397,17.0,44.8666667,18.45,44.8666667,0.412642,0.10332000000000001,0.07069099999999999,0.099843,1565.0,1578.0,11.89304,13326.8292683,114.0,1.0,17.42,0.05,0.445,0.02,0.121,0.109,0.18,4098.0,0.002,0.461,0.33399999999999996,0.10400000000000001,0.723,0.008,0.011000000000000001,0.07400000000000001,0.008,0.019,0.48100000000000004,0.002,0.003,0.003,0.772,0.0001,0.418,0.10300000000000001,0.782,0.006999999999999999,0.013000000000000001,0.07400000000000001,0.009000000000000001,0.016,0.56,0.003,0.037000000000000005,54.4,1.1,18.3,0.14,2.4,58.2,0.4,13.2,0.07,2.6,22.4,5.3,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11900000000000001,22.6
6398,16.0,41.5166667,15.333333300000001,41.5166667,0.42976759999999997,0.094136,0.091451,0.129471,1588.0,1577.0,17.6012217,12842.6086957,114.6,1.0,24.011,0.05,0.467,0.02,0.157,0.141,0.16399999999999998,3282.0,0.002,0.439,0.336,0.09699999999999999,0.696,0.008,0.012,0.07400000000000001,0.009000000000000001,0.02,0.446,0.002,0.004,0.003,0.7659999999999999,0.0004,0.413,0.09699999999999999,0.782,0.008,0.013000000000000001,0.073,0.01,0.015,0.555,0.003,0.038,49.6,0.9,20.3,0.52,2.1,49.8,0.5,11.4,0.08,2.3,21.3,4.6,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.162,23.9
6399,16.0,41.7333333,16.4833333,41.7333333,0.43436759999999996,0.12283599999999999,0.130949,0.152565,1596.0,1585.0,18.605271600000002,13038.6248736,116.5,1.0,25.881999999999998,0.05,0.466,0.02,0.175,0.203,0.214,3582.0,0.002,0.446,0.32,0.106,0.679,0.006999999999999999,0.01,0.07400000000000001,0.01,0.022000000000000002,0.44799999999999995,0.002,0.003,0.003,0.773,0.0002,0.418,0.10400000000000001,0.7909999999999999,0.006,0.012,0.073,0.01,0.017,0.575,0.003,0.037000000000000005,49.6,0.4,18.8,0.17,2.2,55.4,0.4,15.0,0.13,2.2,25.2,5.3,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14800000000000002,22.4
6400,19.0,42.05,14.866666699999998,42.05,0.3891608,0.092988,0.057835000000000004,0.086961,1597.0,1584.0,15.672770499999999,12664.573991,113.1,1.0,21.968000000000004,0.05,0.42700000000000005,0.02,0.107,0.08900000000000001,0.162,3138.0,0.002,0.45299999999999996,0.33799999999999997,0.10400000000000001,0.7340000000000001,0.01,0.011000000000000001,0.083,0.011000000000000001,0.02,0.493,0.002,0.003,0.004,0.758,0.0006,0.415,0.10300000000000001,0.7829999999999999,0.009000000000000001,0.012,0.083,0.013000000000000001,0.009000000000000001,0.561,0.003,0.038,54.8,0.9,15.3,0.11,2.3,49.6,0.5,11.7,0.07,2.4,20.7,4.3,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.139,23.8
6401,23.0,44.85,25.533333300000002,44.85,0.31736240000000004,0.09528400000000001,0.060336,0.11600999999999999,1585.0,1620.0,13.6639456,13208.616188,114.0,1.0,20.086,0.05,0.305,0.02,0.15,0.092,0.166,5621.0,0.003,0.496,0.337,0.096,0.741,0.008,0.011000000000000001,0.07200000000000001,0.01,0.018000000000000002,0.49,0.003,0.003,0.004,0.7290000000000001,0.0005,0.418,0.094,0.794,0.008,0.011000000000000001,0.071,0.011000000000000001,0.009000000000000001,0.58,0.003,0.039,48.1,0.3,11.4,0.1,2.4,47.6,0.6,10.3,0.08,2.2,21.5,4.4,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.191,20.3
6402,25.0,42.6833333,22.7333333,42.6833333,0.47002840000000007,0.129724,0.150813,0.139761,1585.0,1603.0,13.8153846,11829.325513200001,113.4,1.0,19.307000000000002,0.05,0.508,0.02,0.147,0.235,0.226,4482.0,0.002,0.39899999999999997,0.308,0.095,0.644,0.01,0.011000000000000001,0.07200000000000001,0.006999999999999999,0.021,0.44299999999999995,0.002,0.003,0.003,0.762,0.0003,0.41700000000000004,0.094,0.785,0.009000000000000001,0.013000000000000001,0.07200000000000001,0.009000000000000001,0.016,0.564,0.003,0.038,53.6,0.5,15.4,0.16,2.2,55.7,0.7,13.5,0.16,2.2,26.1,3.9,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.225,24.3
6403,25.0,47.3666667,20.6833333,47.3666667,0.46203859999999997,0.131446,0.14608800000000002,0.124578,1585.0,1588.0,12.9471314,12920.5479452,113.3,1.0,20.122,0.05,0.498,0.02,0.126,0.228,0.22899999999999998,4454.0,0.002,0.389,0.306,0.098,0.664,0.006999999999999999,0.012,0.07,0.006999999999999999,0.02,0.474,0.002,0.003,0.003,0.76,0.0003,0.41700000000000004,0.098,0.7959999999999999,0.006,0.012,0.071,0.009000000000000001,0.013000000000000001,0.574,0.003,0.037000000000000005,53.9,1.0,14.8,0.18,2.4,55.3,0.6,14.6,0.13,2.2,26.1,5.0,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11599999999999999,22.6
6404,30.0,44.5166667,24.0166667,44.5166667,0.38173320000000005,0.142352,0.143346,0.11391300000000001,1565.0,1594.0,16.243886,12638.723109,117.9,1.0,24.059,0.05,0.397,0.02,0.111,0.22399999999999998,0.248,5059.0,0.002,0.489,0.303,0.099,0.6679999999999999,0.006,0.011000000000000001,0.066,0.008,0.019,0.48,0.002,0.003,0.003,0.777,0.0002,0.418,0.098,0.792,0.005,0.013000000000000001,0.067,0.009000000000000001,0.013000000000000001,0.564,0.003,0.037000000000000005,50.4,0.9,11.2,0.1,2.5,46.3,0.9,9.4,0.13,2.4,19.0,5.1,5.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.129,19.8
6405,13.0,42.05,12.85,42.05,0.4636996,0.14005599999999999,0.185345,0.16605599999999998,1620.0,1587.0,12.293181800000001,11374.319066099999,113.2,1.0,16.828,0.05,0.49700000000000005,0.02,0.172,0.289,0.244,2436.0,0.002,0.409,0.297,0.109,0.624,0.01,0.012,0.07,0.008,0.022000000000000002,0.442,0.001,0.003,0.003,0.764,0.0002,0.41600000000000004,0.10800000000000001,0.79,0.009000000000000001,0.013000000000000001,0.07,0.009000000000000001,0.015,0.575,0.003,0.037000000000000005,49.5,0.8,18.1,0.38,2.0,52.9,0.5,13.7,0.13,2.2,24.5,5.0,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.149,24.8
6406,20.0,40.533333299999995,17.0,40.533333299999995,0.4257758,0.13603800000000002,0.182029,0.128208,1581.0,1584.0,13.3171875,12857.6470588,114.1,1.0,17.993,0.05,0.451,0.02,0.11599999999999999,0.285,0.237,3643.0,0.002,0.447,0.305,0.096,0.626,0.006999999999999999,0.012,0.063,0.006,0.02,0.46799999999999997,0.002,0.003,0.003,0.755,0.0005,0.41700000000000004,0.096,0.785,0.006,0.013000000000000001,0.064,0.006999999999999999,0.015,0.565,0.003,0.037000000000000005,46.7,0.4,11.0,0.1,2.3,47.1,0.5,11.4,0.1,2.4,19.3,4.5,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.131,20.1
6407,21.0,40.3666667,17.033333300000002,40.3666667,0.41488459999999994,0.12570599999999998,0.16741099999999998,0.151071,1591.0,1584.0,19.3117258,12409.7847358,114.3,1.0,25.985,0.05,0.44,0.02,0.157,0.261,0.21899999999999997,3523.0,0.003,0.41,0.312,0.1,0.6459999999999999,0.01,0.009000000000000001,0.068,0.008,0.024,0.444,0.002,0.003,0.006,0.777,0.0002,0.42100000000000004,0.102,0.8009999999999999,0.009000000000000001,0.01,0.068,0.009000000000000001,0.016,0.563,0.003,0.037000000000000005,50.7,0.8,20.1,0.3,2.1,55.2,0.4,14.4,0.13,2.2,25.1,5.2,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.17300000000000001,23.8
6408,21.0,48.7,17.8,48.7,0.36420040000000004,0.118244,0.18716,0.162618,1585.0,1581.0,16.7989607,12566.292134799998,113.8,1.0,26.939,0.05,0.37799999999999995,0.02,0.166,0.292,0.20600000000000002,3728.0,0.001,0.499,0.32,0.10800000000000001,0.625,0.006999999999999999,0.01,0.07400000000000001,0.006,0.018000000000000002,0.436,0.001,0.003,0.003,0.758,0.0003,0.41700000000000004,0.10800000000000001,0.792,0.006,0.011000000000000001,0.075,0.006999999999999999,0.013000000000000001,0.564,0.003,0.038,50.5,0.5,18.1,0.17,2.1,55.3,0.5,14.4,0.14,2.2,25.7,5.0,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.14,24.2
6409,25.0,41.1666667,14.35,41.1666667,0.3998042,0.13087200000000002,0.153894,0.136683,1589.0,1578.0,12.577082,12434.8432056,116.2,1.0,16.738,0.05,0.386,0.02,0.141,0.24,0.228,2974.0,0.002,0.436,0.307,0.096,0.649,0.01,0.009000000000000001,0.068,0.008,0.021,0.444,0.002,0.003,0.003,0.7609999999999999,0.0004,0.41200000000000003,0.096,0.7809999999999999,0.009000000000000001,0.01,0.069,0.009000000000000001,0.018000000000000002,0.5589999999999999,0.003,0.036000000000000004,46.0,1.7,13.6,0.17,2.2,55.1,0.5,13.9,0.13,2.2,25.4,5.0,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.087,21.0
6410,21.0,40.35,11.7833333,40.35,0.35324570000000005,0.116522,0.111455,0.123297,1594.0,1581.0,18.005948,12541.442715700001,114.3,1.0,24.218000000000004,0.05,0.331,0.02,0.139,0.17300000000000001,0.203,2463.0,0.002,0.479,0.317,0.10099999999999999,0.6829999999999999,0.006999999999999999,0.011000000000000001,0.071,0.009000000000000001,0.019,0.461,0.003,0.004,0.003,0.7559999999999999,0.0001,0.42200000000000004,0.096,0.782,0.006,0.013999999999999999,0.067,0.009000000000000001,0.013999999999999999,0.562,0.003,0.038,52.8,0.9,20.6,0.46,2.2,52.6,0.5,13.2,0.13,2.2,23.9,5.0,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.087,24.1
6411,20.0,41.1833333,23.2666667,41.1833333,0.34001290000000006,0.094136,0.084936,0.148707,1534.0,1577.0,19.215054600000002,12795.988538700001,114.5,1.0,26.378,0.05,0.307,0.02,0.18899999999999997,0.13,0.16399999999999998,4962.0,0.002,0.502,0.337,0.11,0.71,0.006999999999999999,0.009000000000000001,0.081,0.008,0.02,0.457,0.003,0.004,0.003,0.772,0.0003,0.41600000000000004,0.111,0.784,0.006,0.01,0.081,0.008,0.01,0.5579999999999999,0.003,0.038,48.5,0.4,10.5,0.09,2.4,54.3,1.0,12.0,0.15,2.2,24.4,4.0,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.139,20.3
6412,19.0,42.7,16.3166667,42.7,0.26360059999999996,0.119966,0.147819,0.11716199999999999,1576.0,1578.0,17.76,12377.528089899999,111.7,1.0,24.642,0.05,0.255,0.02,0.114,0.231,0.209,3366.0,0.002,0.564,0.317,0.102,0.6579999999999999,0.008,0.008,0.075,0.006999999999999999,0.018000000000000002,0.47100000000000003,0.002,0.003,0.003,0.773,0.0002,0.419,0.10300000000000001,0.794,0.006999999999999999,0.008,0.075,0.008,0.013999999999999999,0.5770000000000001,0.003,0.037000000000000005,56.1,0.5,13.8,0.09,2.3,52.0,0.4,9.7,0.08,2.4,21.6,3.4,3.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.149,24.7
6413,18.0,42.716666700000005,16.8666667,42.716666700000005,0.3321344,0.123984,0.171769,0.178671,1582.0,1594.0,20.1118221,12863.2411067,113.10000009999999,1.0,28.636999999999997,0.05,0.338,0.02,0.19699999999999998,0.267,0.21600000000000003,3616.0,0.001,0.515,0.315,0.099,0.634,0.006,0.009000000000000001,0.069,0.006999999999999999,0.019,0.415,0.002,0.003,0.003,0.7509999999999999,0.0002,0.414,0.098,0.787,0.006,0.009000000000000001,0.069,0.006999999999999999,0.013000000000000001,0.5660000000000001,0.003,0.038,50.2,2.2,17.7,0.25,2.0,54.2,0.6,14.2,0.14,2.1,26.0,4.9,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.207,25.4
6414,24.0,46.216666700000005,20.5,46.216666700000005,0.3697762,0.139482,0.18901700000000002,0.161169,1566.0,1578.0,16.0844403,13080.0,115.0,1.0,24.149,0.05,0.381,0.02,0.163,0.295,0.243,4469.0,0.001,0.515,0.304,0.1,0.629,0.006999999999999999,0.009000000000000001,0.07400000000000001,0.006999999999999999,0.019,0.42,0.002,0.003,0.002,0.763,0.0002,0.41700000000000004,0.10099999999999999,0.7959999999999999,0.006,0.01,0.075,0.008,0.016,0.5539999999999999,0.003,0.038,49.3,0.5,19.9,0.13,1.9,54.3,0.6,13.9,0.13,2.1,25.4,5.0,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.207,25.9
6415,7.0,47.716666700000005,19.8333333,47.716666700000005,0.376123,0.16933,0.228411,0.238932,1587.0,1568.0,15.0992619,12618.1512605,114.6,1.0,23.299,0.05,0.382,0.02,0.264,0.355,0.295,4171.0,0.001,0.501,0.27699999999999997,0.099,0.5770000000000001,0.006,0.011000000000000001,0.066,0.006999999999999999,0.02,0.363,0.001,0.003,0.002,0.7559999999999999,0.0003,0.413,0.099,0.774,0.005,0.012,0.066,0.008,0.016,0.552,0.002,0.037000000000000005,45.6,1.5,15.0,0.61,1.8,55.0,0.5,14.3,0.16,2.2,25.5,5.0,2.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.32,25.1
6416,8.0,41.033333299999995,19.6833333,41.033333299999995,0.357675,0.15785,0.20892,0.180009,1570.0,1565.0,12.959698399999999,12790.5165114,117.2,1.0,17.186,0.05,0.36200000000000004,0.02,0.183,0.326,0.275,4196.0,0.002,0.524,0.287,0.099,0.608,0.006,0.006999999999999999,0.065,0.006999999999999999,0.021,0.423,0.002,0.003,0.002,0.759,0.0004,0.41200000000000003,0.09699999999999999,0.784,0.005,0.01,0.066,0.006999999999999999,0.016,0.561,0.003,0.037000000000000005,47.8,0.4,12.6,0.12,2.1,54.3,0.5,13.8,0.14,2.1,26.5,4.1,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.19,23.2
6417,8.0,44.6833333,19.6833333,44.6833333,0.2745552,0.102172,0.11508499999999999,0.116421,1570.0,1565.0,9.9378595,13241.6596105,111.1,1.0,14.109000000000002,0.05,0.273,0.02,0.127,0.179,0.17800000000000002,4344.0,0.002,0.555,0.32799999999999996,0.10300000000000001,0.68,0.008,0.009000000000000001,0.069,0.009000000000000001,0.021,0.45399999999999996,0.002,0.004,0.003,0.757,0.0003,0.41200000000000003,0.10300000000000001,0.7829999999999999,0.006999999999999999,0.01,0.07,0.009000000000000001,0.016,0.544,0.003,0.038,55.6,0.6,14.5,0.11,2.4,56.1,0.8,13.4,0.17,2.2,26.0,3.3,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.094,22.9
6418,9.0,43.3333333,21.5166667,43.3333333,0.2742196,0.111356,0.14006500000000002,0.142033,1557.0,1573.0,14.1689764,13184.1982959,114.4,1.0,19.994,0.05,0.27,0.02,0.156,0.217,0.19399999999999998,4728.0,0.002,0.55,0.322,0.099,0.6629999999999999,0.006999999999999999,0.006999999999999999,0.071,0.008,0.019,0.441,0.002,0.004,0.003,0.754,0.0002,0.414,0.098,0.7909999999999999,0.006,0.011000000000000001,0.07200000000000001,0.008,0.013999999999999999,0.557,0.003,0.038,56.5,0.4,14.0,0.12,2.2,57.2,0.6,13.0,0.15,2.2,26.2,3.2,2.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.174,26.1
6419,10.0,44.033333299999995,21.35,44.033333299999995,0.3575482,0.156702,0.213006,0.187355,1567.0,1567.0,15.3558193,13126.932084299999,117.4,1.0,22.283,0.05,0.36200000000000004,0.02,0.19699999999999998,0.32799999999999996,0.273,4671.0,0.002,0.524,0.29,0.092,0.613,0.006,0.01,0.069,0.006,0.021,0.425,0.003,0.003,0.003,0.765,0.0003,0.41700000000000004,0.094,0.7909999999999999,0.005,0.01,0.069,0.006999999999999999,0.015,0.562,0.003,0.037000000000000005,51.2,0.5,18.9,0.14,2.0,55.5,0.6,13.6,0.16,2.2,25.6,3.4,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.172,25.7
6420,10.0,42.8666667,20.8166667,42.8666667,0.3157,0.1148,0.157421,0.180923,1568.0,1580.0,20.854417,13140.432345899999,114.8,1.0,29.509,0.05,0.32,0.02,0.21,0.24100000000000002,0.2,4559.0,0.002,0.525,0.32,0.102,0.649,0.008,0.008,0.075,0.006999999999999999,0.019,0.39799999999999996,0.002,0.004,0.003,0.76,0.0003,0.414,0.1,0.7909999999999999,0.006999999999999999,0.011000000000000001,0.075,0.008,0.015,0.561,0.003,0.039,45.9,0.5,17.3,0.18,2.0,56.2,0.6,13.1,0.14,2.2,25.8,3.3,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,23.0
6421,6.0,44.3833333,17.3833333,44.3833333,0.3380608,0.121688,0.166714,0.168269,1629.0,1606.0,8.9172258,12415.340364299998,113.7,1.0,13.142999999999999,0.05,0.34600000000000003,0.02,0.187,0.256,0.212,3597.0,0.002,0.514,0.311,0.107,0.6409999999999999,0.006999999999999999,0.008,0.07200000000000001,0.009000000000000001,0.018000000000000002,0.419,0.002,0.004,0.003,0.7490000000000001,0.0002,0.415,0.107,0.789,0.006999999999999999,0.009000000000000001,0.07200000000000001,0.01,0.017,0.563,0.003,0.038,49.7,1.5,22.4,0.25,2.1,54.5,0.6,13.0,0.15,2.2,25.3,3.2,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.149,23.2
6422,3.0,40.2,22.3666667,40.2,0.375092,0.13202,0.188925,0.163716,1598.0,1626.0,12.0607334,13879.582712399999,115.5,1.0,15.622,0.05,0.389,0.02,0.171,0.29100000000000004,0.23,5174.0,0.002,0.505,0.308,0.096,0.618,0.008,0.008,0.068,0.006999999999999999,0.019,0.415,0.002,0.003,0.003,0.746,0.0003,0.419,0.098,0.7929999999999999,0.006999999999999999,0.01,0.069,0.008,0.012,0.563,0.003,0.038,55.9,0.8,13.8,0.11,2.2,55.3,0.5,14.6,0.16,2.2,25.6,3.5,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.162,25.3
6423,7.0,40.716666700000005,25.7,40.716666700000005,0.33251240000000004,0.10676400000000001,0.162731,0.190926,1538.0,1590.0,11.326811300000001,13930.7392996,112.2,1.0,15.373,0.05,0.342,0.02,0.223,0.249,0.18600000000000003,5967.0,0.002,0.512,0.32299999999999995,0.098,0.637,0.008,0.008,0.07400000000000001,0.006999999999999999,0.02,0.395,0.002,0.005,0.002,0.7490000000000001,0.0003,0.414,0.098,0.795,0.006999999999999999,0.009000000000000001,0.075,0.009000000000000001,0.015,0.541,0.003,0.04,49.8,0.5,15.8,0.28,2.0,55.7,0.5,13.7,0.13,2.2,25.5,3.6,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.168,24.5
6424,6.0,43.35,27.05,43.35,0.302623,0.14063,0.162462,0.148004,1547.0,1591.0,12.4883097,13288.7245841,117.5,1.0,17.834,0.05,0.299,0.02,0.158,0.25,0.245,5991.0,0.002,0.5489999999999999,0.305,0.079,0.657,0.006,0.006999999999999999,0.06,0.01,0.019,0.44,0.003,0.004,0.003,0.7559999999999999,0.0002,0.419,0.08,0.795,0.005,0.008,0.061,0.01,0.015,0.56,0.003,0.038,55.0,0.5,13.5,0.11,2.3,57.9,0.7,9.3,0.1,2.3,24.9,4.1,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.146,24.4
6425,10.0,42.1833333,14.833333300000001,42.1833333,0.3321388,0.133168,0.157323,0.176282,1615.0,1594.0,17.192483,13530.3370787,114.1,1.0,23.888,0.05,0.337,0.02,0.203,0.24100000000000002,0.23199999999999998,3345.0,0.002,0.529,0.305,0.098,0.652,0.006999999999999999,0.008,0.068,0.01,0.017,0.41100000000000003,0.002,0.004,0.003,0.759,0.0003,0.41600000000000004,0.099,0.7929999999999999,0.006,0.009000000000000001,0.069,0.01,0.013000000000000001,0.555,0.003,0.038,50.8,0.6,19.2,0.25,2.0,53.8,0.2,15.8,0.08,2.1,26.8,3.9,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.218,26.0
6426,4.0,43.8333333,19.1,43.8333333,0.2831026,0.137186,0.175587,0.135725,1578.0,1574.0,12.5127692,12910.994764399999,114.3,1.0,18.074,0.05,0.275,0.02,0.134,0.271,0.239,4110.0,0.002,0.539,0.302,0.092,0.636,0.006999999999999999,0.008,0.081,0.009000000000000001,0.02,0.441,0.002,0.004,0.003,0.77,0.0002,0.42,0.092,0.795,0.006,0.008,0.08199999999999999,0.01,0.013999999999999999,0.56,0.003,0.038,53.4,0.7,15.6,0.11,2.3,53.2,0.6,14.3,0.1,2.0,27.0,3.3,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13,23.6
6427,11.0,44.3333333,15.9666667,44.3333333,0.32215140000000003,0.126854,0.20389200000000002,0.178303,1591.0,1589.0,13.0956117,13283.9248434,116.5,1.0,18.734,0.05,0.324,0.02,0.187,0.314,0.221,3535.0,0.002,0.514,0.312,0.11,0.615,0.006,0.009000000000000001,0.073,0.008,0.019,0.41700000000000004,0.002,0.004,0.003,0.755,0.0002,0.41100000000000003,0.10800000000000001,0.784,0.005,0.01,0.073,0.009000000000000001,0.012,0.5539999999999999,0.003,0.037000000000000005,48.1,0.7,14.1,0.17,2.0,56.3,0.5,12.1,0.13,2.2,25.5,4.7,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.17,23.7
6428,7.0,43.2,23.7,43.2,0.29848779999999997,0.12455799999999999,0.157113,0.16633699999999998,1542.0,1576.0,12.2588796,12653.164557,112.2,1.0,17.142,0.05,0.297,0.02,0.188,0.24100000000000002,0.217,4998.0,0.002,0.541,0.311,0.107,0.6409999999999999,0.008,0.008,0.078,0.008,0.021,0.425,0.002,0.003,0.003,0.763,0.0005,0.41700000000000004,0.10800000000000001,0.789,0.008,0.009000000000000001,0.078,0.009000000000000001,0.013999999999999999,0.5710000000000001,0.003,0.038,53.5,0.5,14.4,0.22,2.0,54.4,0.6,13.0,0.12,2.0,27.5,3.5,2.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20199999999999999,26.9
6429,6.0,44.533333299999995,18.1166667,44.533333299999995,0.3434224,0.135464,0.171372,0.207761,1595.0,1576.0,20.3965338,11988.9604416,116.8,1.0,29.421999999999997,0.05,0.35,0.02,0.245,0.262,0.23600000000000002,3620.0,0.002,0.49,0.307,0.11599999999999999,0.634,0.006999999999999999,0.006999999999999999,0.069,0.009000000000000001,0.022000000000000002,0.40299999999999997,0.002,0.004,0.003,0.753,0.0003,0.415,0.115,0.785,0.006,0.009000000000000001,0.069,0.01,0.008,0.5670000000000001,0.003,0.038,48.7,1.7,15.8,0.26,2.0,49.5,0.5,15.5,0.12,2.1,24.0,4.4,3.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.27899999999999997,24.4
